class,ring-type,cap-surface,spore-print-color,bruises,odor,gill-attachment,habitat,gill-size,gill-color
e,p,s,outros,t,outros,f,outros,b,w
p,p,y,outros,t,outros,f,g,n,n
e,e,s,outros,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,outros,f,p,b,n
e,p,outros,outros,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,k
e,p,outros,outros,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,k
e,e,outros,outros,f,n,f,g,b,n
p,p,y,outros,t,outros,f,g,n,w
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,n
p,p,y,n,t,outros,f,outros,n,n
e,e,outros,outros,f,n,f,g,b,k
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,u
e,p,y,outros,t,outros,f,g,b,w
e,p,y,n,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,n
e,e,s,outros,f,n,f,g,b,p
e,e,outros,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,outros,f,outros,b,outros
p,p,y,outros,t,outros,f,g,n,outros
e,e,s,outros,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,k
e,p,y,outros,t,outros,f,g,b,n
e,e,s,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,k
p,p,s,outros,t,outros,f,outros,n,n
e,e,s,outros,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,p
p,p,s,outros,t,outros,f,g,n,n
e,e,outros,n,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,u
e,e,s,outros,f,n,f,g,b,p
p,p,s,n,t,outros,f,outros,n,outros
e,e,outros,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,n
e,p,y,n,t,outros,f,g,b,w
p,p,s,n,t,outros,f,g,n,w
e,e,outros,n,f,n,f,g,b,p
e,p,outros,outros,f,n,f,u,n,p
p,p,y,n,t,outros,f,outros,n,w
e,e,s,n,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,k
e,p,y,n,t,outros,f,p,b,n
e,e,outros,n,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,h
p,p,y,n,t,outros,f,g,n,n
e,e,outros,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,k
e,e,outros,outros,f,n,f,g,b,n
e,p,outros,n,t,n,f,d,b,p
e,e,s,outros,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,h
e,p,outros,outros,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,p
p,p,s,n,t,outros,f,outros,n,n
e,e,s,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,k
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,outros,f,g,b,outros
e,e,s,outros,f,n,f,g,b,k
e,e,outros,outros,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,k
e,p,y,n,t,outros,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,p
e,e,outros,outros,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,n
p,p,s,n,t,outros,f,outros,n,n
p,p,s,outros,t,outros,f,outros,n,outros
e,e,s,outros,f,n,f,g,b,p
e,p,outros,n,f,n,f,u,n,n
e,e,s,outros,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,k
p,p,s,outros,t,outros,f,g,n,w
e,p,s,n,t,outros,f,g,b,outros
e,e,outros,outros,f,n,f,g,b,h
p,p,y,outros,t,outros,f,outros,n,n
e,e,s,outros,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,n
p,p,s,n,t,outros,f,outros,n,n
e,e,s,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,p
e,e,outros,n,f,n,f,g,b,p
p,p,y,outros,t,outros,f,g,n,outros
e,e,outros,n,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,p
p,p,y,outros,t,outros,f,outros,n,outros
e,e,s,outros,f,n,f,g,b,p
e,p,y,n,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,h
e,p,outros,outros,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,p
e,e,outros,n,f,n,f,g,b,p
p,p,s,n,t,outros,f,g,n,n
e,p,outros,outros,t,n,f,d,b,n
p,p,s,outros,t,outros,f,g,n,n
e,p,s,n,t,outros,f,g,b,n
e,e,s,outros,f,n,f,g,b,h
e,p,y,n,t,outros,f,g,b,outros
p,outros,outros,outros,f,f,f,g,b,h
e,e,s,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,p
e,e,s,outros,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,h
p,p,s,outros,t,outros,f,outros,n,outros
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,outros,f,g,b,outros
e,e,outros,outros,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,u
e,e,s,n,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,h
e,p,y,outros,t,n,f,d,b,p
e,e,s,outros,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,p
e,p,y,outros,t,n,f,d,b,p
p,p,y,n,t,outros,f,outros,n,outros
e,p,y,outros,t,n,f,d,b,p
e,e,outros,outros,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,outros,f,d,n,w
e,p,outros,n,t,n,f,d,b,w
p,p,s,n,t,outros,f,g,n,w
e,e,s,outros,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,w
e,e,outros,outros,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,e,s,outros,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,n
e,e,s,outros,f,n,f,g,b,n
e,e,s,outros,f,n,f,g,b,n
e,p,outros,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,k
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,h
e,e,s,outros,f,n,f,g,b,n
e,e,s,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,k
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,outros,f,d,n,outros
e,e,outros,outros,f,n,f,g,b,k
p,p,y,outros,t,outros,f,g,n,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,u
e,e,s,n,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,k
e,e,outros,outros,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,w
e,e,s,outros,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,n
e,p,y,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,h
e,e,outros,n,f,n,f,g,b,p
e,p,y,n,t,outros,f,g,b,outros
p,p,y,outros,t,outros,f,outros,n,w
e,e,s,outros,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,k
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,u
e,e,outros,n,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,e,outros,outros,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,h
e,e,s,outros,f,n,f,g,b,p
p,p,y,outros,t,outros,f,outros,n,w
e,p,s,n,t,outros,f,g,b,outros
e,p,outros,n,t,n,f,d,b,w
e,e,outros,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,k
e,p,s,outros,t,outros,f,d,n,n
e,e,outros,n,f,n,f,g,b,h
e,e,s,outros,f,n,f,g,b,h
e,e,s,outros,f,n,f,g,b,k
e,p,y,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,n
p,p,s,n,t,outros,f,outros,n,outros
e,e,outros,n,f,n,f,g,b,p
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,p
p,p,s,outros,t,outros,f,g,n,outros
e,e,outros,outros,f,n,f,g,b,k
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
p,p,y,n,t,outros,f,g,n,w
e,p,outros,outros,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,h
e,p,outros,outros,t,n,f,d,b,u
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,s,outros,f,n,f,g,b,p
e,p,y,n,t,n,f,d,b,w
e,e,s,outros,f,n,f,g,b,k
e,p,outros,n,t,n,f,d,b,n
e,e,s,outros,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,h
p,p,s,outros,t,outros,f,outros,n,w
e,p,outros,outros,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,k
p,p,y,n,t,outros,f,g,n,n
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,u
e,e,outros,n,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,p
e,e,outros,n,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,h
e,p,y,outros,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,n
p,p,y,n,t,outros,f,outros,n,n
e,p,outros,n,t,n,f,d,b,w
p,p,s,outros,t,outros,f,outros,n,n
p,p,y,n,t,outros,f,g,n,w
e,p,outros,n,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,p
e,e,outros,outros,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,k
e,e,s,outros,f,n,f,g,b,k
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,e,s,outros,f,n,f,g,b,k
e,p,outros,outros,t,n,f,d,b,w
p,p,y,n,t,outros,f,outros,n,w
e,p,y,n,t,outros,f,g,b,n
p,p,s,outros,t,outros,f,g,n,outros
e,e,outros,n,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,n
p,p,s,n,t,outros,f,g,n,w
e,e,s,n,f,n,f,g,b,k
e,e,outros,outros,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,p
e,e,outros,outros,f,n,f,g,b,h
e,p,s,n,t,outros,f,d,n,n
e,p,outros,n,t,outros,f,d,n,n
e,e,outros,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,k
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,s,outros,f,n,f,g,b,h
e,p,y,outros,t,outros,f,outros,b,outros
e,p,y,outros,t,n,f,d,b,u
e,e,s,n,f,n,f,g,b,h
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,e,s,n,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,k
e,e,outros,n,f,n,f,g,b,p
e,e,s,outros,f,n,f,g,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,n
e,p,y,n,t,outros,f,p,b,outros
e,p,outros,n,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,h
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,k
e,p,y,outros,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,k
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,e,outros,n,f,n,f,g,b,p
e,p,s,outros,t,outros,f,outros,b,n
e,e,s,n,f,n,f,g,b,n
p,p,y,n,t,outros,f,g,n,n
e,e,outros,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,n
e,p,y,outros,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,p
p,p,s,outros,t,outros,f,outros,n,n
e,e,s,n,f,n,f,g,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,u
p,p,s,n,t,outros,f,outros,n,outros
e,p,s,outros,t,outros,f,outros,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,u
e,e,outros,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,u
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,h
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
p,p,y,outros,t,outros,f,outros,n,outros
e,p,y,outros,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,k
e,p,s,n,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,h
e,e,outros,outros,f,n,f,g,b,k
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,p
p,p,s,outros,t,outros,f,g,n,n
e,e,s,n,f,n,f,g,b,k
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
p,p,s,n,t,outros,f,g,n,w
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,g,b,p
p,p,s,outros,t,outros,f,g,n,outros
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
p,p,s,n,t,outros,f,outros,n,n
e,p,outros,n,t,n,f,d,b,u
p,p,s,outros,t,outros,f,g,n,w
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,p
p,outros,outros,outros,f,f,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,k
e,p,y,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
p,p,s,n,f,outros,f,d,n,outros
e,p,y,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,k
e,p,y,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,p
e,e,outros,outros,f,n,f,g,b,h
p,outros,outros,outros,f,f,f,p,b,g
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,w
p,p,s,outros,t,outros,f,g,n,w
e,p,y,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,p
e,e,outros,n,f,n,f,g,b,n
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,h
e,p,outros,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,n
e,e,s,outros,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,p
p,p,s,outros,f,outros,f,d,n,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
p,p,s,outros,t,outros,f,outros,n,outros
e,p,y,outros,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,u
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,p
e,e,s,outros,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,p
e,e,outros,n,f,n,f,g,b,p
e,p,outros,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,p
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,p
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,u
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,p
e,p,outros,n,t,n,f,d,b,u
e,p,outros,n,t,n,f,d,b,w
