class,ring-type,cap-surface,spore-print-color,bruises,odor,gill-attachment,habitat,gill-size,gill-color
e,p,y,n,t,a,f,g,b,n
e,p,s,n,t,a,f,m,b,w
p,p,y,k,t,p,f,g,n,w
p,p,s,n,t,p,f,u,n,p
e,e,s,n,f,n,f,g,b,n
p,p,s,k,t,p,f,g,n,w
e,e,f,n,f,n,f,g,b,h
e,p,y,k,t,l,f,p,b,n
e,p,y,k,t,l,f,m,b,k
e,p,y,n,t,l,f,p,b,p
e,p,y,k,t,l,f,p,b,p
e,p,y,k,t,l,f,m,b,k
e,p,f,k,f,n,f,u,n,p
e,p,s,n,t,a,f,m,b,k
e,p,y,k,t,a,f,m,b,g
e,p,y,k,t,a,f,p,b,w
e,e,s,n,f,n,f,g,b,p
e,p,s,n,t,l,f,m,b,w
e,p,y,n,t,l,f,g,b,w
e,p,y,k,t,l,f,g,b,k
e,p,y,n,t,a,f,m,b,n
e,p,s,n,t,l,f,m,b,k
e,p,y,k,t,a,f,p,b,n
e,p,y,n,t,a,f,g,b,n
e,p,f,k,f,n,f,u,n,g
e,p,y,n,t,a,f,g,b,n
e,p,s,k,t,a,f,g,b,k
e,p,s,n,t,l,f,d,n,w
e,e,s,n,f,n,f,g,b,p
e,p,y,k,t,a,f,g,b,n
p,p,y,n,t,p,f,g,n,k
e,p,s,n,t,l,f,g,b,w
e,e,f,n,f,n,f,g,b,h
e,p,s,n,t,a,f,m,b,n
e,p,y,k,t,l,f,m,b,w
e,p,y,k,t,l,f,g,b,w
e,e,f,n,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,k
p,p,y,k,t,p,f,u,n,p
e,p,y,k,t,l,f,g,b,g
e,p,y,n,t,a,f,g,b,w
e,p,f,n,t,a,f,d,n,w
p,p,y,k,t,p,f,u,n,w
e,p,s,k,t,l,f,g,b,g
e,p,f,k,f,n,f,u,n,p
e,p,f,k,f,n,f,u,n,p
e,p,s,k,t,a,f,m,b,n
e,p,y,k,t,a,f,g,b,p
e,p,y,n,t,a,f,m,b,k
e,p,y,n,t,l,f,p,b,n
e,p,y,n,t,l,f,g,b,n
e,p,y,n,t,l,f,g,b,w
e,p,y,k,t,a,f,m,b,w
p,p,s,n,t,p,f,u,n,w
e,p,s,u,t,a,f,d,n,n
e,p,y,n,t,a,f,p,b,n
e,p,s,n,t,l,f,g,b,k
e,p,s,u,t,a,f,d,n,n
e,p,y,k,t,l,f,g,b,w
e,p,y,n,t,a,f,m,b,k
e,p,s,k,t,a,f,g,b,n
e,p,y,n,t,l,f,g,b,n
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,a,f,m,b,w
e,p,y,k,t,a,f,p,b,n
e,p,s,n,t,l,f,g,b,g
e,p,y,k,t,l,f,g,b,p
e,p,s,n,t,l,f,g,b,g
e,p,f,n,f,n,f,u,n,g
e,p,y,k,t,l,f,p,b,w
e,e,f,k,f,n,f,g,b,k
e,p,s,n,t,l,f,d,n,p
e,p,f,n,f,n,f,u,n,g
e,p,y,n,t,a,f,m,b,g
e,p,s,k,t,a,f,m,b,k
e,p,s,n,t,a,f,g,b,w
e,p,s,n,t,l,f,m,b,k
e,p,y,k,t,a,f,m,b,k
e,p,s,n,t,a,f,d,n,p
e,e,f,k,f,n,f,g,b,h
e,p,y,n,t,a,f,g,b,p
p,p,y,n,t,p,f,u,n,k
e,p,y,n,t,a,f,g,b,p
e,p,s,n,t,l,f,g,b,n
e,p,y,n,t,l,f,m,b,w
e,p,y,k,t,a,f,m,b,w
e,p,f,k,f,n,f,u,n,g
e,p,y,k,t,l,f,m,b,w
e,p,s,k,t,l,f,m,b,n
e,p,s,k,t,a,f,g,b,w
p,p,s,k,t,p,f,g,n,w
e,p,f,k,f,n,f,u,n,n
e,p,y,n,t,l,f,g,b,w
p,p,y,n,t,p,f,g,n,k
e,p,y,k,t,l,f,p,b,p
e,p,y,n,t,l,f,g,b,k
e,p,y,k,t,l,f,p,b,p
e,p,y,k,t,a,f,g,b,k
e,p,s,n,t,a,f,g,b,n
p,p,y,n,t,p,f,g,n,p
p,p,y,n,t,p,f,u,n,n
e,p,y,k,t,l,f,g,b,n
e,e,s,k,f,n,f,g,b,h
p,p,s,n,t,p,f,g,n,k
e,p,y,n,t,l,f,p,b,w
e,p,s,k,t,a,f,m,b,n
e,p,y,n,t,a,f,g,b,w
p,p,s,n,t,p,f,u,n,n
e,p,y,k,t,l,f,g,b,w
e,p,y,n,t,a,f,g,b,k
e,p,y,k,t,l,f,g,b,w
e,p,y,k,t,a,f,g,b,k
e,p,y,k,t,a,f,g,b,p
e,p,s,n,t,l,f,m,b,n
e,p,s,n,t,l,f,d,n,p
e,p,s,k,t,a,f,m,b,g
e,p,s,k,t,a,f,m,b,n
p,p,y,k,t,p,f,u,n,p
p,p,y,n,t,p,f,g,n,w
p,p,s,k,t,p,f,u,n,k
e,p,s,k,t,a,f,m,b,n
e,p,y,k,t,a,f,g,b,p
e,p,y,k,t,a,f,g,b,n
e,p,s,n,t,a,f,d,n,w
e,p,y,n,t,l,f,g,b,k
e,p,s,n,t,l,f,m,b,w
e,p,f,k,f,n,f,u,n,k
e,p,s,k,t,a,f,m,b,n
e,p,s,n,t,l,f,g,b,g
e,p,y,k,t,a,f,p,b,w
e,p,y,k,t,l,f,m,b,w
e,p,f,n,t,l,f,d,n,n
e,p,f,u,t,a,f,d,n,w
e,p,s,n,t,l,f,m,b,g
e,p,s,u,t,l,f,d,n,p
e,p,f,k,f,n,f,u,n,p
e,p,f,n,t,a,f,d,n,w
e,p,y,k,t,l,f,g,b,p
e,p,y,n,t,l,f,g,b,w
e,p,y,n,t,l,f,p,b,p
p,p,s,n,t,p,f,g,n,k
e,p,s,n,t,l,f,m,b,n
p,p,y,n,t,p,f,u,n,p
e,p,y,k,t,a,f,g,b,w
e,p,y,k,t,a,f,g,b,w
e,p,s,u,t,a,f,d,n,w
p,p,y,n,t,p,f,g,n,w
e,p,s,n,t,a,f,g,b,n
e,p,f,k,f,n,f,u,n,n
e,p,s,k,t,a,f,g,b,g
e,e,f,n,f,n,f,g,b,k
e,p,y,n,t,a,f,m,b,n
e,p,y,n,t,l,f,g,b,g
e,p,s,n,t,l,f,m,b,k
e,p,s,u,t,l,f,d,n,w
e,p,s,n,t,l,f,g,b,k
e,p,y,k,t,a,f,g,b,p
e,p,f,n,f,n,f,u,n,g
e,e,f,n,f,n,f,g,b,p
e,p,f,k,f,n,f,u,n,n
e,p,y,k,t,l,f,p,b,p
e,p,s,u,t,l,f,d,n,n
e,p,s,n,t,a,f,g,b,n
e,p,s,k,t,a,f,m,b,k
p,p,s,k,t,p,f,g,n,p
e,p,y,n,t,l,f,p,b,w
e,p,s,n,t,a,f,g,b,w
e,p,y,n,t,a,f,g,b,p
e,p,y,n,t,a,f,g,b,g
e,p,y,n,t,a,f,m,b,w
e,p,y,k,t,l,f,g,b,k
e,p,f,n,f,n,f,u,n,n
e,p,y,n,t,l,f,p,b,p
e,p,f,n,f,n,f,u,n,p
e,p,s,n,t,l,f,g,b,k
e,p,y,k,t,a,f,p,b,p
e,p,s,n,t,l,f,g,b,w
e,p,y,n,t,a,f,m,b,k
e,p,f,k,t,n,f,d,b,n
e,p,s,n,t,a,f,m,b,n
e,p,y,n,t,l,f,p,b,p
e,p,y,n,t,a,f,m,b,k
e,p,s,k,t,l,f,g,b,k
e,p,y,n,t,l,f,g,b,w
e,p,s,n,t,l,f,g,b,n
e,p,f,n,t,a,f,d,n,w
e,e,s,n,f,n,f,g,b,n
e,p,y,k,t,a,f,g,b,w
e,p,y,k,t,l,f,g,b,n
e,p,y,k,t,l,f,g,b,n
e,p,s,u,t,a,f,d,n,p
e,p,s,n,t,a,f,g,b,n
e,p,y,n,t,a,f,g,b,n
e,p,y,k,t,a,f,p,b,w
e,p,s,n,t,l,f,g,b,g
e,p,f,n,t,n,f,d,b,u
e,p,y,k,t,l,f,g,b,p
e,p,s,k,t,a,f,g,b,n
e,p,s,n,t,a,f,m,b,g
e,p,s,n,t,l,f,m,b,k
e,p,y,n,t,l,f,g,b,p
e,p,y,k,t,a,f,g,b,k
e,p,s,k,t,l,f,m,b,k
e,p,y,k,t,l,f,m,b,k
e,p,s,k,t,l,f,g,b,n
e,p,y,k,t,l,f,p,b,n
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,h
e,p,s,n,t,l,f,m,b,w
e,e,f,k,f,n,f,g,b,p
p,p,s,k,t,p,f,g,n,n
e,e,f,n,f,n,f,g,b,p
p,p,y,n,t,p,f,u,n,p
p,p,s,n,t,p,f,g,n,w
e,p,s,k,t,l,f,g,b,k
e,e,f,k,f,n,f,g,b,p
e,p,s,k,t,l,f,g,b,g
e,e,f,k,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,k
e,p,s,n,t,a,f,g,b,k
e,p,s,n,t,l,f,m,b,n
e,p,y,n,t,n,f,d,b,n
e,e,f,n,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,p
e,p,y,k,t,l,f,g,b,n
e,p,s,u,t,l,f,d,n,w
e,e,f,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,k
p,p,y,k,t,p,f,u,n,w
e,p,f,n,f,n,f,u,n,k
e,p,s,n,t,a,f,m,b,n
e,e,s,k,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,n
e,p,s,n,t,l,f,g,b,k
e,p,f,k,f,n,f,u,n,n
e,e,s,k,f,n,f,g,b,p
e,p,y,k,t,a,f,m,b,w
e,e,f,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,u
e,p,y,n,t,a,f,g,b,n
e,e,f,k,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,w
e,e,f,n,f,n,f,g,b,p
e,p,f,n,t,n,f,d,b,n
e,e,f,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,n
e,p,y,k,t,l,f,g,b,w
e,e,f,k,f,n,f,g,b,n
p,p,y,n,t,p,f,u,n,w
p,p,y,n,t,p,f,u,n,w
e,p,s,k,t,l,f,g,b,n
e,e,s,n,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,h
e,p,s,k,t,l,f,m,b,k
p,p,s,k,t,p,f,u,n,w
e,p,y,k,t,n,f,d,b,n
e,p,f,u,t,l,f,d,n,n
e,p,y,n,t,l,f,m,b,k
e,e,f,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
e,p,f,k,t,n,f,d,b,n
e,p,f,n,t,n,f,d,b,n
e,e,s,k,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,n
p,p,s,k,t,p,f,g,n,w
e,p,f,k,t,n,f,d,b,n
e,e,s,k,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,n
e,p,f,k,t,n,f,d,b,n
e,p,f,k,t,n,f,d,b,n
e,e,f,k,f,n,f,g,b,n
e,p,f,k,t,n,f,d,b,u
e,e,s,k,f,n,f,g,b,p
e,p,y,k,t,l,f,g,b,n
e,p,f,k,t,n,f,d,b,n
e,p,y,n,t,l,f,g,b,k
e,e,f,k,f,n,f,g,b,p
e,p,f,n,t,n,f,d,b,u
e,p,s,k,t,l,f,m,b,g
e,e,f,k,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,k
p,p,s,k,t,p,f,u,n,n
e,e,f,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,k
e,p,y,n,t,l,f,g,b,n
e,p,s,k,t,l,f,m,b,n
e,e,s,k,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,p
e,p,f,k,f,n,f,u,n,n
e,e,s,k,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,n
e,p,y,n,t,l,f,m,b,n
e,p,s,u,t,a,f,d,n,w
e,p,s,n,t,l,f,m,b,w
p,p,y,k,t,p,f,u,n,p
e,p,f,k,t,n,f,d,b,n
e,p,y,n,t,l,f,g,b,p
e,e,s,n,f,n,f,g,b,k
p,p,s,k,t,p,f,g,n,w
e,p,y,n,t,l,f,g,b,p
e,e,s,n,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,k
e,p,s,n,t,l,f,g,b,k
e,p,y,n,t,a,f,m,b,g
e,e,s,k,f,n,f,g,b,k
e,p,y,n,t,a,f,p,b,p
e,e,s,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
e,p,f,u,t,a,f,d,n,p
e,p,y,n,t,l,f,g,b,n
e,p,f,n,t,n,f,d,b,p
p,p,s,n,t,p,f,g,n,w
e,p,f,k,t,n,f,d,b,n
e,e,f,n,f,n,f,g,b,n
e,p,s,k,t,a,f,m,b,w
e,p,y,k,t,a,f,g,b,k
e,p,y,n,t,a,f,m,b,w
p,p,y,k,t,p,f,u,n,n
p,p,y,n,t,p,f,g,n,p
e,p,f,n,f,n,f,u,n,n
e,p,s,u,t,l,f,d,n,w
e,p,y,k,t,l,f,m,b,k
e,e,s,k,f,n,f,g,b,k
e,p,f,n,t,n,f,d,b,u
p,p,y,k,t,p,f,g,n,n
e,e,f,n,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,p
e,p,y,k,t,a,f,m,b,k
e,p,f,n,t,a,f,d,n,n
e,p,f,k,f,n,f,u,n,k
p,p,s,k,t,p,f,u,n,p
e,p,y,n,t,a,f,p,b,w
e,p,y,k,t,a,f,p,b,n
e,e,f,k,f,n,f,g,b,h
e,p,y,n,t,n,f,d,b,u
e,e,s,n,f,n,f,g,b,h
e,p,s,n,t,a,f,g,b,w
e,e,f,n,f,n,f,g,b,h
p,p,y,n,t,p,f,u,n,n
e,p,f,k,t,n,f,d,b,p
e,e,f,k,f,n,f,g,b,k
e,p,f,k,t,n,f,d,b,w
e,p,f,k,t,n,f,d,b,u
e,e,f,n,f,n,f,g,b,p
e,p,y,n,t,l,f,p,b,w
e,e,f,k,f,n,f,g,b,k
e,p,s,k,t,l,f,g,b,k
e,p,f,n,t,l,f,d,n,p
e,e,s,n,f,n,f,g,b,k
e,p,y,k,t,l,f,g,b,w
e,e,f,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,h
e,p,s,n,t,l,f,d,n,n
e,e,s,n,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,n
p,p,y,k,t,p,f,u,n,k
e,p,f,u,t,l,f,d,n,p
e,p,y,k,t,a,f,g,b,k
e,e,f,n,f,n,f,g,b,p
e,p,f,k,t,n,f,d,b,u
e,p,y,n,t,l,f,g,b,n
e,e,s,n,f,n,f,g,b,h
p,p,y,n,t,p,f,g,n,k
e,p,s,n,t,a,f,g,b,k
e,p,f,k,t,n,f,d,b,p
e,p,y,k,t,l,f,p,b,p
e,e,s,k,f,n,f,g,b,k
e,p,f,n,f,n,f,u,n,p
p,p,y,n,t,p,f,g,n,n
e,e,f,n,f,n,f,g,b,k
e,p,y,k,t,l,f,p,b,p
e,e,f,k,f,n,f,g,b,h
p,p,y,n,t,p,f,u,n,k
e,p,s,k,t,l,f,m,b,k
e,e,f,k,f,n,f,g,b,n
e,p,s,k,t,l,f,g,b,w
e,e,f,n,f,n,f,g,b,p
e,p,y,n,t,l,f,m,b,n
e,p,y,k,t,l,f,m,b,w
p,p,y,k,t,p,f,g,n,n
e,p,y,k,t,l,f,g,b,w
e,p,f,k,f,n,f,u,n,n
e,p,y,k,t,a,f,g,b,n
e,e,f,n,f,n,f,g,b,n
e,p,f,u,t,l,f,d,n,n
e,e,s,n,f,n,f,g,b,p
p,p,y,k,t,p,f,u,n,n
e,e,f,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,h
p,p,y,n,t,p,f,g,n,n
e,e,f,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,h
p,p,y,n,t,p,f,g,n,w
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,n
p,p,y,k,t,p,f,u,n,n
e,e,f,n,f,n,f,g,b,k
e,p,y,n,t,l,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,k
p,p,s,k,t,p,f,g,n,n
e,p,y,n,t,a,f,g,b,w
e,e,f,k,f,n,f,g,b,k
e,p,y,k,t,l,f,g,b,p
e,e,f,k,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,p
e,p,f,k,t,n,f,d,b,p
e,p,s,u,t,a,f,d,n,p
e,e,f,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,p
e,p,s,n,t,a,f,g,b,k
e,e,f,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,k
p,p,s,n,t,p,f,u,n,p
e,e,f,k,f,n,f,g,b,n
p,p,s,k,t,p,f,g,n,p
e,e,s,n,f,n,f,g,b,k
e,p,y,k,t,a,f,g,b,g
e,e,f,k,f,n,f,g,b,h
e,p,f,n,t,n,f,d,b,n
e,p,y,n,t,l,f,g,b,w
e,e,f,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,n
e,p,f,n,t,n,f,d,b,p
e,e,f,n,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,p
e,p,y,k,t,a,f,p,b,n
p,p,y,n,t,p,f,g,n,k
e,e,s,k,f,n,f,g,b,h
p,p,y,k,t,p,f,g,n,n
e,p,y,n,t,a,f,m,b,k
e,e,s,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,h
e,p,y,n,t,a,f,g,b,g
e,e,f,k,f,n,f,g,b,n
e,p,f,n,t,n,f,d,b,p
e,p,y,k,t,a,f,p,b,p
e,e,s,k,f,n,f,g,b,k
e,p,s,n,t,a,f,m,b,w
p,p,s,k,t,p,f,g,n,k
e,p,f,k,t,n,f,d,b,p
e,e,s,k,f,n,f,g,b,n
e,p,s,n,t,a,f,m,b,g
e,e,s,k,f,n,f,g,b,n
e,p,f,k,t,n,f,d,b,u
e,e,f,n,f,n,f,g,b,p
e,p,f,k,f,n,f,u,n,g
e,p,f,k,f,n,f,u,n,g
e,p,f,k,f,n,f,u,n,p
e,p,y,k,t,l,f,m,b,g
e,p,f,n,f,n,f,u,n,g
e,e,f,n,f,n,f,g,b,k
e,p,y,k,t,a,f,p,b,w
e,p,y,k,t,l,f,p,b,p
e,p,y,k,t,l,f,g,b,p
e,e,f,n,f,n,f,g,b,h
e,p,y,k,t,a,f,g,b,n
e,p,y,k,t,a,f,g,b,n
e,e,s,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,h
p,p,s,k,t,p,f,u,n,p
e,p,y,n,t,l,f,g,b,n
e,e,f,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,p
e,p,s,n,t,l,f,m,b,w
e,p,f,n,t,n,f,d,b,p
e,p,y,n,t,l,f,p,b,p
e,p,s,k,t,a,f,g,b,g
p,p,s,k,t,p,f,g,n,k
e,e,f,k,f,n,f,g,b,k
e,p,y,n,t,a,f,m,b,n
e,p,s,n,t,l,f,g,b,k
e,p,y,k,t,l,f,m,b,k
e,p,y,n,t,l,f,g,b,w
e,p,s,n,t,a,f,g,b,g
e,p,s,k,t,a,f,g,b,w
e,e,s,k,f,n,f,g,b,k
p,p,s,n,t,p,f,g,n,n
e,e,s,n,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,h
p,p,y,k,t,p,f,u,n,p
e,e,s,k,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,p
e,p,y,k,t,a,f,g,b,n
e,e,f,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,k
e,e,s,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,k
e,p,y,k,t,a,f,g,b,n
e,e,s,n,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,k
e,p,y,n,t,n,f,d,b,w
e,e,f,k,f,n,f,g,b,p
p,p,s,n,t,p,f,g,n,p
e,p,y,k,t,n,f,d,b,w
e,e,f,n,f,n,f,g,b,n
p,p,y,n,t,p,f,g,n,w
e,e,f,k,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,h
p,p,s,k,t,p,f,u,n,p
e,e,s,n,f,n,f,g,b,k
p,p,s,k,t,p,f,g,n,p
p,p,s,n,t,p,f,u,n,w
e,e,s,n,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,s,k,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,k
e,p,y,n,t,n,f,d,b,n
e,p,f,n,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,k
p,p,y,n,t,p,f,g,n,p
p,p,y,n,t,p,f,g,n,k
e,e,s,n,f,n,f,g,b,p
p,p,s,n,t,p,f,g,n,k
e,e,f,k,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,h
p,p,s,k,t,p,f,g,n,w
p,p,y,k,t,p,f,g,n,p
p,p,y,k,t,p,f,g,n,w
p,p,s,k,t,p,f,g,n,k
e,e,s,k,f,n,f,g,b,k
e,p,f,n,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,p
p,p,y,k,t,p,f,u,n,k
e,e,s,n,f,n,f,g,b,k
e,p,y,n,t,n,f,d,b,n
e,e,s,k,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,p
e,e,f,n,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,h
p,p,s,k,t,p,f,u,n,k
e,e,f,n,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,h
e,p,y,k,t,a,f,m,b,w
e,e,s,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
p,p,y,k,t,p,f,u,n,n
e,e,s,k,f,n,f,g,b,h
e,p,f,k,t,n,f,d,b,p
e,e,s,k,f,n,f,g,b,n
e,p,f,k,t,n,f,d,b,n
e,e,f,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,n
p,p,s,n,t,p,f,g,n,k
p,p,s,k,t,p,f,g,n,p
e,e,s,n,f,n,f,g,b,k
e,p,f,n,t,n,f,d,b,u
e,e,s,k,f,n,f,g,b,k
e,p,y,k,t,a,f,p,b,w
e,e,s,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,p,f,n,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,p
e,e,s,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,p
p,p,s,n,t,p,f,g,n,k
e,e,f,n,f,n,f,g,b,n
e,p,y,k,t,l,f,g,b,k
e,e,f,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,k
e,p,f,k,t,n,f,d,b,n
e,p,s,k,t,l,f,m,b,n
e,e,s,k,f,n,f,g,b,p
e,p,f,n,t,n,f,d,b,n
p,p,s,n,t,p,f,g,n,n
e,e,f,k,f,n,f,g,b,n
p,p,y,n,t,p,f,u,n,k
e,e,s,n,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,n
e,p,s,k,t,l,f,g,b,g
e,e,s,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,n
p,p,s,k,t,p,f,g,n,k
e,e,f,n,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,h
e,p,f,k,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,p
e,p,f,n,t,n,f,d,b,u
e,p,y,n,t,a,f,g,b,n
e,e,f,k,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,h
p,p,s,k,t,p,f,u,n,w
e,p,f,n,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,h
p,p,y,n,t,p,f,g,n,k
e,e,s,k,f,n,f,g,b,p
e,p,f,n,t,n,f,d,b,p
e,p,y,n,t,n,f,d,b,u
e,p,y,n,t,n,f,d,b,p
e,e,s,n,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,h
e,e,s,n,f,n,f,g,b,k
e,e,s,k,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,n
e,e,f,n,f,n,f,g,b,p
p,p,y,k,t,p,f,u,n,w
e,e,f,k,f,n,f,g,b,k
e,e,s,n,f,n,f,g,b,p
e,e,f,n,f,n,f,g,b,k
e,e,f,n,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,n
e,e,s,n,f,n,f,g,b,p
e,p,f,k,t,n,f,d,b,n
e,e,f,n,f,n,f,g,b,n
e,e,f,k,f,n,f,g,b,p
e,e,s,k,f,n,f,g,b,p
e,e,f,k,f,n,f,g,b,h
e,p,s,k,t,l,f,g,b,g
p,p,y,k,t,p,f,g,n,p
p,p,s,k,t,p,f,g,n,p
e,e,f,k,f,n,f,g,b,k
e,e,f,k,f,n,f,g,b,k
p,p,y,k,t,p,f,g,n,k
e,e,f,k,f,n,f,g,b,p
p,p,s,n,t,p,f,u,n,n
e,e,s,n,f,n,f,g,b,k
p,p,y,n,t,p,f,u,n,n
e,e,s,k,f,n,f,g,b,n
e,e,s,k,f,n,f,g,b,h
e,e,f,k,f,n,f,g,b,h
e,e,f,n,f,n,f,g,b,k
e,p,f,n,t,n,f,d,b,w
e,p,f,k,t,n,f,d,b,p
e,e,f,n,f,n,f,g,b,k
e,p,f,k,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,h
