class,ring-type,cap-surface,spore-print-color,bruises,odor,gill-attachment,habitat,gill-size,gill-color
e,e,outros,outros,f,n,f,g,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,e,s,n,f,n,f,g,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,s,n,t,outros,f,d,n,n
e,p,outros,n,t,outros,f,d,n,n
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,s,outros,f,n,f,g,b,outros
e,p,y,outros,t,outros,f,outros,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,e,s,n,f,n,f,g,b,outros
e,e,s,outros,f,n,f,g,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,e,s,outros,f,n,f,g,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,outros
e,e,s,n,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,n
e,p,y,n,t,outros,f,p,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,outros
e,p,y,outros,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,p,s,outros,t,outros,f,outros,b,n
e,e,s,n,f,n,f,g,b,n
p,p,y,n,t,outros,f,g,n,n
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
p,p,s,outros,t,outros,f,outros,n,n
e,e,s,n,f,n,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
p,p,s,n,t,outros,f,outros,n,outros
e,p,s,outros,t,outros,f,outros,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,outros,f,n,f,g,b,n
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
p,p,y,outros,t,outros,f,outros,n,outros
e,p,y,outros,t,n,f,d,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,s,n,t,outros,f,outros,b,outros
e,e,s,n,f,n,f,g,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,outros
p,p,s,outros,t,outros,f,g,n,n
e,e,s,n,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
p,p,s,n,t,outros,f,g,n,w
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,g,b,outros
p,p,s,outros,t,outros,f,g,n,outros
e,p,outros,outros,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
p,p,s,n,t,outros,f,outros,n,n
e,p,outros,n,t,n,f,d,b,outros
p,p,s,outros,t,outros,f,g,n,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
p,outros,outros,outros,f,f,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
p,p,s,n,f,outros,f,d,n,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,outros,n,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,outros
p,outros,outros,outros,f,f,f,p,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
p,p,s,outros,t,outros,f,g,n,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,e,outros,n,f,n,f,g,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,n
e,e,s,outros,f,n,f,g,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,e,outros,outros,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
p,p,s,outros,f,outros,f,d,n,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
p,p,s,outros,t,outros,f,outros,n,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,e,s,outros,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,p,y,n,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
p,p,y,n,t,outros,f,outros,n,w
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,e,s,n,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
p,p,s,n,t,outros,f,outros,n,w
e,p,outros,outros,t,n,f,d,b,w
e,e,s,outros,f,n,f,g,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
p,outros,outros,outros,f,f,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,e,outros,outros,f,n,f,g,b,outros
p,p,s,n,t,outros,f,g,n,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
p,p,s,outros,t,outros,f,g,n,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
p,p,s,outros,f,outros,f,d,n,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,g,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,e,outros,n,f,n,f,g,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
p,p,y,outros,t,outros,f,outros,n,outros
e,e,s,n,f,n,f,g,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
p,p,s,n,f,outros,f,d,n,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,e,s,n,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
p,p,y,n,t,outros,f,outros,n,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,e,s,outros,f,n,f,g,b,outros
e,e,outros,n,f,n,f,g,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
p,p,s,n,f,outros,f,d,n,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,e,s,n,f,n,f,g,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,p,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
p,outros,outros,outros,f,f,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,d,b,outros
p,p,outros,n,f,outros,f,d,n,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
p,p,outros,outros,f,outros,f,d,n,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
p,outros,outros,outros,f,f,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
p,outros,outros,outros,f,f,f,g,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
p,outros,outros,outros,f,f,f,p,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,w
e,p,outros,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,n
p,outros,outros,outros,f,f,f,p,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
p,p,outros,n,f,outros,f,d,n,outros
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,w
e,e,s,outros,f,n,f,g,b,outros
e,p,outros,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,n
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,outros,n,t,n,f,d,b,n
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,w
e,p,outros,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,e,outros,outros,f,n,f,g,b,outros
e,p,y,n,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,outros
e,p,y,n,t,n,f,d,b,n
e,p,outros,outros,t,n,f,d,b,w
e,p,y,n,t,n,f,d,b,outros
e,p,y,outros,t,n,f,d,b,w
e,p,y,outros,t,n,f,d,b,outros
e,p,outros,outros,t,n,f,d,b,w
